GAS,ID,MARKET_DOMAIN_DESCR,MOD_VOLUME_CONSUMPTION,Sum of Sales_CR,TIMESTAMP - Month,TIMESTAMP - Year,ZIPcode,new_GAS,new_MARKET_DOMAIN_DESCR,new_TIMESTAMP - Month
OX,378.0,F&P,29126.52884,-0.48359058200000005,April,2016,6373.0,3,2,0
NI,440.0,F&P,2472929.847,0.39379728,April,2017,6374.0,2,2,0
NI,440.0,F&P,2726950.09,0.39379728,April,2016,6374.0,2,2,0
CB,441.0,F&P,41228.2,-0.596043488,April,2017,6374.0,1,2,0
CB,441.0,F&P,52130.28,-0.596043488,April,2016,6374.0,1,2,0
CB,460.0,F&P,5796.44,-0.600047373,April,2017,6373.0,1,2,0
NI,518.0,M&E,16243.185459999999,-0.570296751,April,2017,6375.0,2,3,0
NI,520.0,T&R,284121.0606,0.922319133,April,2017,1190.0,2,6,0
NI,520.0,T&R,1321360.725,0.922319133,April,2016,1190.0,2,6,0
NI,532.0,T&R,832214.4068,4.276620451,April,2016,7574.0,2,6,0
NI,532.0,T&R,1321175.027,4.276620451,April,2017,7574.0,2,6,0
NI,560.0,A&F,365792.8514,-0.409902106,April,2016,4987.0,2,0,0
NI,560.0,A&F,376317.0462,-0.409902106,April,2017,4987.0,2,0,0
NI,562.0,A&F,299830.3361,-0.43120708399999996,April,2017,6277.0,2,0,0
NI,590.0,T&R,158499.193,-0.504896735,April,2016,7382.0,2,6,0
AR,612.0,A&F,40203.53652,-0.337577921,April,2016,7975.0,0,0,0
AR,612.0,A&F,188596.9633,-0.337577921,April,2017,7975.0,0,0,0
NI,622.0,M&E,486461.2109,0.126202049,April,2017,986.0,2,3,0
NI,644.0,A&F,495473.16,0.110949466,April,2016,4692.0,2,0,0
NI,644.0,A&F,550618.49,0.110949466,April,2017,4692.0,2,0,0
NI,658.0,T&R,1134680.719,-0.218889833,April,2017,7684.0,2,6,0
NI,671.0,T&R,133986.185,4.276620451,April,2017,7574.0,2,6,0
NI,671.0,T&R,681972.064,4.276620451,April,2016,7574.0,2,6,0
NI,747.0,M&E,34807.20898,-0.31988600899999997,April,2016,897.0,2,3,0
CB,766.0,T&R,2777.2696149999997,-0.599049996,April,2016,7392.0,1,6,0
NI,772.0,M&E,14078.973119999999,-0.563647915,April,2016,791.0,2,3,0
OX,780.0,Others,6866.521703,-0.592797347,April,2016,1098.0,3,5,0
OX,780.0,Others,12559.33118,-0.592797347,April,2017,1098.0,3,5,0
CB,873.0,M&E,355469.4905,-0.5482839620000001,April,2016,6099.0,1,3,0
CB,873.0,M&E,855315.7567,-0.5482839620000001,April,2017,6099.0,1,3,0
NI,920.0,F&P,62460.97844,-0.51263139,April,2017,1174.0,2,2,0
NI,925.0,T&R,910635.818,0.149272784,April,2017,5696.0,2,6,0
NI,925.0,T&R,1386250.356,0.149272784,April,2016,5696.0,2,6,0
NI,955.0,T&R,333062.4323,-0.119736566,April,2017,1182.0,2,6,0
NI,955.0,T&R,423093.7728,-0.119736566,April,2016,1182.0,2,6,0
NI,983.0,A&F,38895.09852,-0.409902106,April,2017,4987.0,2,0,0
NI,983.0,A&F,44888.37758,-0.409902106,April,2016,4987.0,2,0,0
NI,994.0,M&E,285211.8853,-0.445163105,April,2017,6275.0,2,3,0
NI,1009.0,T&R,59032.36958,-0.47158435299999996,April,2016,1399.0,2,6,0
NI,1009.0,T&R,151369.365,-0.47158435299999996,April,2017,1399.0,2,6,0
OX,1030.0,A&F,56855.2264,-0.5190491279999999,April,2016,992.0,3,0,0
OX,1030.0,A&F,82806.99317999999,-0.5190491279999999,April,2017,992.0,3,0,0
OX,1031.0,A&F,35416.63305,-0.481100818,April,2016,992.0,3,0,0
OX,1031.0,A&F,481235.1395,-0.481100818,April,2017,992.0,3,0,0
CB,1032.0,A&F,371519.8074,-0.597714245,April,2016,992.0,1,0,0
CB,1032.0,A&F,928649.5521,-0.597714245,April,2017,992.0,1,0,0
CB,1033.0,A&F,72492.3636,-0.597714245,April,2016,992.0,1,0,0
CB,1033.0,A&F,1161271.46,-0.597714245,April,2017,992.0,1,0,0
NI,1035.0,T&R,178408.7287,1.904847873,April,2017,7684.0,2,6,0
NI,1039.0,F&P,114127.1923,-0.525729332,April,2016,6373.0,2,2,0
NI,1039.0,F&P,334795.1555,-0.525729332,April,2017,6373.0,2,2,0
CB,1042.0,M&E,215235.1126,-0.5482839620000001,April,2016,6099.0,1,3,0
CB,1042.0,M&E,317929.9698,-0.5482839620000001,April,2017,6099.0,1,3,0
CB,1043.0,M&E,220924.5845,-0.5482839620000001,April,2016,6099.0,1,3,0
CB,1043.0,M&E,523590.5465,-0.5482839620000001,April,2017,6099.0,1,3,0
CB,1044.0,F&P,93287.5474,-0.59842733,April,2016,6373.0,1,2,0
CB,1044.0,F&P,222969.5474,-0.59842733,April,2017,6373.0,1,2,0
NI,1071.0,T&R,2561020.341,1.528726399,April,2017,3492.0,2,6,0
NI,1090.0,M&E,12905.56574,-0.577914489,April,2017,6099.0,2,3,0
NI,1090.0,M&E,33641.442910000005,-0.577914489,April,2016,6099.0,2,3,0
CB,1095.0,F&P,6179.027491,-0.600047373,April,2017,6373.0,1,2,0
CB,1095.0,F&P,13226.66627,-0.600047373,April,2016,6373.0,1,2,0
OX,1098.0,MD,7793.654144,-0.55194918,April,2016,2085.0,3,4,0
OX,1098.0,MD,8331.213745000001,-0.55194918,April,2017,2085.0,3,4,0
NI,1099.0,M&E,549414.6267,-0.38278445899999997,April,2017,1386.0,2,3,0
NI,1099.0,M&E,736334.1594,-0.38278445899999997,April,2016,1386.0,2,3,0
OX,1100.0,MD,9867.031085999999,-0.579988151,April,2016,5295.0,3,4,0
OX,1100.0,MD,13756.048009999999,-0.579988151,April,2017,5295.0,3,4,0
NI,1106.0,T&R,1148239.752,4.276620451,April,2016,7574.0,2,6,0
NI,1106.0,T&R,3996264.5539999995,4.276620451,April,2017,7574.0,2,6,0
NI,1107.0,T&R,229395.0728,-0.388741622,April,2016,5287.0,2,6,0
NI,1107.0,T&R,633861.2568,-0.388741622,April,2017,5287.0,2,6,0
NI,1111.0,F&P,189746.4634,-0.505484568,April,2016,6370.0,2,2,0
NI,1111.0,F&P,205107.0294,-0.505484568,April,2017,6370.0,2,2,0
CB,1112.0,F&P,11684.3639,-0.5908087329999999,April,2017,1174.0,1,2,0
CB,1112.0,F&P,17163.7738,-0.5908087329999999,April,2016,1174.0,1,2,0
OX,1116.0,MD,24688.20039,-0.542085947,April,2017,6096.0,3,4,0
OX,1116.0,MD,68377.97047999999,-0.542085947,April,2016,6096.0,3,4,0
OX,1117.0,MD,49855.38327,-0.542085947,April,2016,6096.0,3,4,0
OX,1117.0,MD,72184.71742,-0.542085947,April,2017,6096.0,3,4,0
OX,1119.0,MD,21271.302000000003,-0.5767628379999999,April,2016,1599.0,3,4,0
OX,1119.0,MD,21912.176,-0.5767628379999999,April,2017,1599.0,3,4,0
NI,1124.0,T&R,253239.0174,0.369085137,April,2016,5287.0,2,6,0
NI,1124.0,T&R,472764.3692,0.369085137,April,2017,5287.0,2,6,0
NI,1125.0,T&R,6310.444890999999,0.369085137,April,2016,5287.0,2,6,0
NI,1125.0,T&R,13102.05561,0.369085137,April,2017,5287.0,2,6,0
NI,1126.0,T&R,248801.5974,0.369085137,April,2016,5287.0,2,6,0
NI,1126.0,T&R,687485.0942,0.369085137,April,2017,5287.0,2,6,0
NI,1136.0,F&P,14317.22909,-0.591397701,April,2017,6275.0,2,2,0
NI,1136.0,F&P,19668.21045,-0.591397701,April,2016,6275.0,2,2,0
NI,1146.0,T&R,808480.7629999999,1.528726399,April,2017,3492.0,2,6,0
OX,15.0,Others,4079.449692,0.148744522,March,2016,1098.0,3,5,7
OX,15.0,Others,20854.9267,0.148744522,March,2017,1098.0,3,5,7
NI,19.0,Chemicals,32428.82241,1.311563185,March,2016,6099.0,2,1,7
NI,19.0,Chemicals,37535.342710000004,1.311563185,March,2017,6099.0,2,1,7
NI,48.0,A&F,124083.737,-0.13991210699999998,March,2017,4692.0,2,0,7
NI,48.0,A&F,315095.2983,-0.13991210699999998,March,2016,4692.0,2,0,7
NI,50.0,T&R,1143785.547,-0.216252387,March,2016,1386.0,2,6,7
NI,58.0,F&P,34349.770319999996,-0.5493979520000001,March,2017,1284.0,2,2,7
NI,58.0,F&P,36231.439660000004,-0.5493979520000001,March,2016,1284.0,2,2,7
AR,66.0,Others,86781.26723,2.20539035,March,2016,5288.0,0,5,7
AR,66.0,Others,450556.2888,2.20539035,March,2017,5288.0,0,5,7
NI,103.0,T&R,44705.935260000006,-0.248480234,March,2016,5690.0,2,6,7
NI,103.0,T&R,557003.3283,-0.248480234,March,2017,5690.0,2,6,7
NI,133.0,F&P,58118.34477999999,-0.48359058200000005,March,2017,6373.0,2,2,7
NI,133.0,F&P,61012.65313,-0.48359058200000005,March,2016,6373.0,2,2,7
NI,144.0,Others,238076.5367,0.44793793,March,2016,1098.0,2,5,7
NI,145.0,T&R,961247.4583,1.528726399,March,2017,3492.0,2,6,7
NI,148.0,T&R,387958.01200000005,-0.388741622,March,2016,5287.0,2,6,7
NI,148.0,T&R,406578.2811,-0.388741622,March,2017,5287.0,2,6,7
NI,178.0,T&R,23464.41271,0.398252362,March,2016,3492.0,2,6,7
NI,178.0,T&R,36656.1515,0.398252362,March,2017,3492.0,2,6,7
NI,219.0,A&F,23688.33741,-0.13991210699999998,March,2017,4692.0,2,0,7
NI,219.0,A&F,61556.371439999995,-0.13991210699999998,March,2016,4692.0,2,0,7
NI,228.0,T&R,29254.1868,-0.5064954770000001,March,2016,6291.0,2,6,7
NI,228.0,T&R,177956.2815,-0.5064954770000001,March,2017,6291.0,2,6,7
NI,240.0,T&R,2083.7039999999997,-0.5570986960000001,March,2016,0.0,2,6,7
NI,240.0,T&R,111936.44699999999,-0.5570986960000001,March,2017,0.0,2,6,7
NI,244.0,Others,188399.0172,-0.510435148,March,2017,4988.0,2,5,7
NI,270.0,T&R,14196.11694,-0.388741622,March,2016,5287.0,2,6,7
NI,270.0,T&R,20511.672730000002,-0.388741622,March,2017,5287.0,2,6,7
OX,272.0,MD,10329.369120000001,-0.475529975,March,2016,5746.0,3,4,7
OX,272.0,MD,31270.07858,-0.475529975,March,2017,5746.0,3,4,7
NI,278.0,T&R,56508.7117,-0.47158435299999996,March,2016,1399.0,2,6,7
NI,278.0,T&R,68520.32483,-0.47158435299999996,March,2017,1399.0,2,6,7
NI,288.0,F&P,2454.06386,-0.551440209,March,2016,7389.0,2,2,7
NI,288.0,F&P,83533.64106000001,-0.551440209,March,2017,7389.0,2,2,7
NI,343.0,T&R,1431507.531,0.544737119,March,2016,3492.0,2,6,7
NI,345.0,T&R,323273.2877,1.528726399,March,2017,3492.0,2,6,7
NI,348.0,T&R,824115.8121,0.84524383,March,2016,7687.0,2,6,7
NI,348.0,T&R,907723.5779,0.84524383,March,2017,7687.0,2,6,7
NI,361.0,T&R,769409.0092,-0.072595609,March,2016,0.0,2,6,7
NI,361.0,T&R,784974.3990000001,-0.072595609,March,2017,0.0,2,6,7
CB,370.0,T&R,3225.62623,-0.595282627,March,2016,1098.0,1,6,7
CB,370.0,T&R,358499.6553,-0.595282627,March,2017,1098.0,1,6,7
OX,378.0,F&P,29347.0994,-0.48359058200000005,March,2017,6373.0,3,2,7
OX,378.0,F&P,36255.81783,-0.48359058200000005,March,2016,6373.0,3,2,7
NI,403.0,T&R,450102.2538,-0.04274655,March,2016,0.0,2,6,7
NI,440.0,F&P,2829250.6569999997,0.39379728,March,2016,6374.0,2,2,7
NI,440.0,F&P,3028976.0939999996,0.39379728,March,2017,6374.0,2,2,7
CB,441.0,F&P,46154.86,-0.596043488,March,2017,6374.0,1,2,7
CB,441.0,F&P,53869.84,-0.596043488,March,2016,6374.0,1,2,7
NI,455.0,Others,20729.60239,0.148744522,March,2016,1098.0,2,5,7
CB,460.0,F&P,3058.36,-0.600047373,March,2017,6373.0,1,2,7
NI,468.0,T&R,8400.60214,-0.578211409,March,2016,1174.0,2,6,7
NI,518.0,M&E,1937.57154,-0.570296751,March,2016,6375.0,2,3,7
NI,518.0,M&E,52696.99662,-0.570296751,March,2017,6375.0,2,3,7
NI,520.0,T&R,201479.5457,0.922319133,March,2017,1190.0,2,6,7
NI,520.0,T&R,2257902.595,0.922319133,March,2016,1190.0,2,6,7
NI,532.0,T&R,1374184.696,4.276620451,March,2017,7574.0,2,6,7
NI,532.0,T&R,1406469.004,4.276620451,March,2016,7574.0,2,6,7
NI,540.0,T&R,508917.7898,1.904847873,March,2016,7684.0,2,6,7
NI,560.0,A&F,378274.9164,-0.409902106,March,2017,4987.0,2,0,7
NI,560.0,A&F,381959.4123,-0.409902106,March,2016,4987.0,2,0,7
NI,562.0,A&F,379005.3975,-0.43120708399999996,March,2016,6277.0,2,0,7
NI,562.0,A&F,390927.2429,-0.43120708399999996,March,2017,6277.0,2,0,7
NI,590.0,T&R,179393.1298,-0.504896735,March,2016,7382.0,2,6,7
AR,612.0,A&F,134778.5429,-0.337577921,March,2016,7975.0,0,0,7
AR,612.0,A&F,199133.0868,-0.337577921,March,2017,7975.0,0,0,7
NI,622.0,M&E,135721.9706,0.126202049,March,2016,986.0,2,3,7
NI,622.0,M&E,674481.5613,0.126202049,March,2017,986.0,2,3,7
NI,644.0,A&F,413682.6158,0.110949466,March,2016,4692.0,2,0,7
NI,644.0,A&F,559601.5433,0.110949466,March,2017,4692.0,2,0,7
NI,658.0,T&R,384104.9535,-0.218889833,March,2016,7684.0,2,6,7
NI,658.0,T&R,1094149.268,-0.218889833,March,2017,7684.0,2,6,7
NI,671.0,T&R,910853.1988,4.276620451,March,2017,7574.0,2,6,7
NI,671.0,T&R,999128.1916,4.276620451,March,2016,7574.0,2,6,7
NI,747.0,M&E,44707.0688,-0.31988600899999997,March,2016,897.0,2,3,7
CB,766.0,T&R,1373.75,-0.599049996,March,2017,7392.0,1,6,7
CB,766.0,T&R,3171.4603850000003,-0.599049996,March,2016,7392.0,1,6,7
NI,772.0,M&E,37444.400460000004,-0.563647915,March,2016,791.0,2,3,7
OX,780.0,Others,5707.67534,-0.592797347,March,2016,1098.0,3,5,7
OX,780.0,Others,9023.82934,-0.592797347,March,2017,1098.0,3,5,7
CB,873.0,M&E,825661.2275,-0.5482839620000001,March,2017,6099.0,1,3,7
NI,920.0,F&P,9362.602684,-0.51263139,March,2016,1174.0,2,2,7
NI,920.0,F&P,65172.967710000004,-0.51263139,March,2017,1174.0,2,2,7
NI,925.0,T&R,912643.0975,0.149272784,March,2017,5696.0,2,6,7
NI,925.0,T&R,1269192.745,0.149272784,March,2016,5696.0,2,6,7
NI,955.0,T&R,343645.3835,-0.119736566,March,2017,1182.0,2,6,7
NI,955.0,T&R,417749.9655,-0.119736566,March,2016,1182.0,2,6,7
NI,983.0,A&F,41871.33292,-0.409902106,March,2017,4987.0,2,0,7
NI,983.0,A&F,44859.22739,-0.409902106,March,2016,4987.0,2,0,7
NI,994.0,M&E,63173.432660000006,-0.445163105,March,2016,6275.0,2,3,7
NI,994.0,M&E,383018.9942,-0.445163105,March,2017,6275.0,2,3,7
NI,1009.0,T&R,100340.4298,-0.47158435299999996,March,2016,1399.0,2,6,7
NI,1009.0,T&R,210955.6304,-0.47158435299999996,March,2017,1399.0,2,6,7
OX,1030.0,A&F,75665.9616,-0.5190491279999999,March,2017,992.0,3,0,7
OX,1030.0,A&F,182378.9558,-0.5190491279999999,March,2016,992.0,3,0,7
OX,1031.0,A&F,118572.3189,-0.481100818,March,2016,992.0,3,0,7
OX,1031.0,A&F,527867.1472,-0.481100818,March,2017,992.0,3,0,7
CB,1032.0,A&F,447867.5886,-0.597714245,March,2016,992.0,1,0,7
CB,1032.0,A&F,869932.1958,-0.597714245,March,2017,992.0,1,0,7
CB,1033.0,A&F,187650.9216,-0.597714245,March,2016,992.0,1,0,7
CB,1033.0,A&F,1261620.6940000001,-0.597714245,March,2017,992.0,1,0,7
NI,1035.0,T&R,111644.7438,1.904847873,March,2016,7684.0,2,6,7
NI,1035.0,T&R,136916.7931,1.904847873,March,2017,7684.0,2,6,7
NI,1039.0,F&P,171900.7296,-0.525729332,March,2016,6373.0,2,2,7
NI,1039.0,F&P,327905.7334,-0.525729332,March,2017,6373.0,2,2,7
CB,1042.0,M&E,400902.0759,-0.5482839620000001,March,2017,6099.0,1,3,7
CB,1042.0,M&E,488203.8851,-0.5482839620000001,March,2016,6099.0,1,3,7
CB,1043.0,M&E,365433.7681,-0.5482839620000001,March,2016,6099.0,1,3,7
CB,1043.0,M&E,509976.7735,-0.5482839620000001,March,2017,6099.0,1,3,7
CB,1044.0,F&P,84776.4832,-0.59842733,March,2016,6373.0,1,2,7
CB,1044.0,F&P,101214.3832,-0.59842733,March,2017,6373.0,1,2,7
NI,1071.0,T&R,2623443.48,1.528726399,March,2017,3492.0,2,6,7
NI,1090.0,M&E,14693.71613,-0.577914489,March,2017,6099.0,2,3,7
NI,1090.0,M&E,35931.19607,-0.577914489,March,2016,6099.0,2,3,7
CB,1095.0,F&P,985.7719642000001,-0.600047373,March,2017,6373.0,1,2,7
CB,1095.0,F&P,16960.74712,-0.600047373,March,2016,6373.0,1,2,7
OX,1098.0,MD,7429.7978840000005,-0.55194918,March,2016,2085.0,3,4,7
OX,1098.0,MD,7456.0975579999995,-0.55194918,March,2017,2085.0,3,4,7
NI,1099.0,M&E,541088.0602,-0.38278445899999997,March,2017,1386.0,2,3,7
NI,1099.0,M&E,706979.7669,-0.38278445899999997,March,2016,1386.0,2,3,7
OX,1100.0,MD,7330.919431,-0.579988151,March,2016,5295.0,3,4,7
OX,1100.0,MD,11211.7309,-0.579988151,March,2017,5295.0,3,4,7
NI,1106.0,T&R,1379445.6090000002,4.276620451,March,2016,7574.0,2,6,7
NI,1106.0,T&R,3121852.028,4.276620451,March,2017,7574.0,2,6,7
NI,1107.0,T&R,193743.0267,-0.388741622,March,2016,5287.0,2,6,7
NI,1107.0,T&R,392287.3063,-0.388741622,March,2017,5287.0,2,6,7
NI,1111.0,F&P,126108.2404,-0.505484568,March,2016,6370.0,2,2,7
NI,1111.0,F&P,216089.0538,-0.505484568,March,2017,6370.0,2,2,7
CB,1112.0,F&P,14400.1499,-0.5908087329999999,March,2017,1174.0,1,2,7
CB,1112.0,F&P,17655.2152,-0.5908087329999999,March,2016,1174.0,1,2,7
OX,1116.0,MD,48387.624639999995,-0.542085947,March,2017,6096.0,3,4,7
OX,1116.0,MD,60864.61143,-0.542085947,March,2016,6096.0,3,4,7
OX,1117.0,MD,56822.31464,-0.542085947,March,2016,6096.0,3,4,7
OX,1117.0,MD,59683.420979999995,-0.542085947,March,2017,6096.0,3,4,7
OX,1119.0,MD,20137.3224,-0.5767628379999999,March,2017,1599.0,3,4,7
OX,1119.0,MD,21739.9156,-0.5767628379999999,March,2016,1599.0,3,4,7
NI,1124.0,T&R,427541.9767,0.369085137,March,2016,5287.0,2,6,7
NI,1124.0,T&R,448062.3931,0.369085137,March,2017,5287.0,2,6,7
NI,1125.0,T&R,14880.58733,0.369085137,March,2016,5287.0,2,6,7
NI,1125.0,T&R,21500.695880000003,0.369085137,March,2017,5287.0,2,6,7
NI,1126.0,T&R,210133.4346,0.369085137,March,2016,5287.0,2,6,7
NI,1126.0,T&R,425474.3018,0.369085137,March,2017,5287.0,2,6,7
NI,1136.0,F&P,17404.65827,-0.591397701,March,2016,6275.0,2,2,7
NI,1136.0,F&P,27303.82965,-0.591397701,March,2017,6275.0,2,2,7
NI,1146.0,T&R,739943.4335,1.528726399,March,2017,3492.0,2,6,7
OX,15.0,Others,7778.0516099999995,0.148744522,February,2016,1098.0,3,5,3
OX,15.0,Others,25368.09674,0.148744522,February,2017,1098.0,3,5,3
NI,19.0,Chemicals,10758.93384,1.311563185,February,2016,6099.0,2,1,3
NI,19.0,Chemicals,31661.80786,1.311563185,February,2017,6099.0,2,1,3
NI,48.0,A&F,76492.69126,-0.13991210699999998,February,2017,4692.0,2,0,3
NI,48.0,A&F,181595.4162,-0.13991210699999998,February,2016,4692.0,2,0,3
NI,50.0,T&R,469698.54600000003,-0.216252387,February,2016,1386.0,2,6,3
NI,58.0,F&P,21400.81318,-0.5493979520000001,February,2016,1284.0,2,2,3
NI,58.0,F&P,35595.15775,-0.5493979520000001,February,2017,1284.0,2,2,3
AR,66.0,Others,57642.17634,2.20539035,February,2016,5288.0,0,5,3
AR,66.0,Others,403615.7407,2.20539035,February,2017,5288.0,0,5,3
NI,103.0,T&R,144874.4378,-0.248480234,February,2017,5690.0,2,6,3
NI,103.0,T&R,262812.1502,-0.248480234,February,2016,5690.0,2,6,3
NI,133.0,F&P,59938.830429999995,-0.48359058200000005,February,2017,6373.0,2,2,3
NI,133.0,F&P,61400.495720000006,-0.48359058200000005,February,2016,6373.0,2,2,3
NI,144.0,Others,90007.95367999999,0.44793793,February,2016,1098.0,2,5,3
NI,145.0,T&R,85895.14525,1.528726399,February,2016,3492.0,2,6,3
NI,145.0,T&R,234538.1219,1.528726399,February,2017,3492.0,2,6,3
NI,148.0,T&R,289942.4881,-0.388741622,February,2016,5287.0,2,6,3
NI,148.0,T&R,361040.227,-0.388741622,February,2017,5287.0,2,6,3
NI,178.0,T&R,9679.49745,0.398252362,February,2016,3492.0,2,6,3
NI,178.0,T&R,45612.7883,0.398252362,February,2017,3492.0,2,6,3
NI,219.0,A&F,15932.887680000002,-0.13991210699999998,February,2017,4692.0,2,0,3
NI,219.0,A&F,29490.76115,-0.13991210699999998,February,2016,4692.0,2,0,3
NI,228.0,T&R,45760.6644,-0.5064954770000001,February,2017,6291.0,2,6,3
NI,228.0,T&R,45810.8259,-0.5064954770000001,February,2016,6291.0,2,6,3
NI,240.0,T&R,23439.19725,-0.5570986960000001,February,2016,0.0,2,6,3
NI,240.0,T&R,27564.5685,-0.5570986960000001,February,2017,0.0,2,6,3
NI,244.0,Others,155568.9461,-0.510435148,February,2017,4988.0,2,5,3
NI,270.0,T&R,20092.80191,-0.388741622,February,2017,5287.0,2,6,3
NI,270.0,T&R,21149.13622,-0.388741622,February,2016,5287.0,2,6,3
OX,272.0,MD,12474.769409999999,-0.475529975,February,2016,5746.0,3,4,3
OX,272.0,MD,25794.696509999998,-0.475529975,February,2017,5746.0,3,4,3
NI,278.0,T&R,17158.64461,-0.47158435299999996,February,2017,1399.0,2,6,3
NI,278.0,T&R,25325.34281,-0.47158435299999996,February,2016,1399.0,2,6,3
NI,288.0,F&P,21721.93979,-0.551440209,February,2017,7389.0,2,2,3
NI,288.0,F&P,28557.7147,-0.551440209,February,2016,7389.0,2,2,3
NI,343.0,T&R,484958.5934,0.544737119,February,2016,3492.0,2,6,3
NI,345.0,T&R,31157.030410000003,1.528726399,February,2016,3492.0,2,6,3
NI,345.0,T&R,383758.5273,1.528726399,February,2017,3492.0,2,6,3
NI,348.0,T&R,395585.217,0.84524383,February,2016,7687.0,2,6,3
NI,348.0,T&R,834912.7618,0.84524383,February,2017,7687.0,2,6,3
NI,361.0,T&R,194829.63100000002,-0.072595609,February,2017,0.0,2,6,3
NI,361.0,T&R,269971.7995,-0.072595609,February,2016,0.0,2,6,3
CB,370.0,T&R,3572.540495,-0.595282627,February,2016,1098.0,1,6,3
CB,370.0,T&R,38643.73665,-0.595282627,February,2017,1098.0,1,6,3
OX,378.0,F&P,25272.151840000002,-0.48359058200000005,February,2016,6373.0,3,2,3
OX,378.0,F&P,29597.577830000002,-0.48359058200000005,February,2017,6373.0,3,2,3
NI,403.0,T&R,257122.1659,-0.04274655,February,2016,0.0,2,6,3
NI,440.0,F&P,760620.8956,0.39379728,February,2016,6374.0,2,2,3
NI,440.0,F&P,2530709.875,0.39379728,February,2017,6374.0,2,2,3
CB,441.0,F&P,7331.9,-0.596043488,February,2016,6374.0,1,2,3
CB,441.0,F&P,44575.44,-0.596043488,February,2017,6374.0,1,2,3
NI,455.0,Others,44413.8713,0.148744522,February,2016,1098.0,2,5,3
CB,460.0,F&P,11847.22,-0.600047373,February,2017,6373.0,1,2,3
NI,468.0,T&R,79018.79787000001,-0.578211409,February,2016,1174.0,2,6,3
NI,518.0,M&E,13560.3255,-0.570296751,February,2017,6375.0,2,3,3
NI,518.0,M&E,16422.652159999998,-0.570296751,February,2016,6375.0,2,3,3
NI,520.0,T&R,39542.71457,0.922319133,February,2017,1190.0,2,6,3
NI,520.0,T&R,975222.0481,0.922319133,February,2016,1190.0,2,6,3
NI,532.0,T&R,359057.54299999995,4.276620451,February,2017,7574.0,2,6,3
NI,532.0,T&R,499124.4183,4.276620451,February,2016,7574.0,2,6,3
NI,540.0,T&R,274846.953,1.904847873,February,2016,7684.0,2,6,3
NI,560.0,A&F,178705.7612,-0.409902106,February,2016,4987.0,2,0,3
NI,560.0,A&F,333577.92100000003,-0.409902106,February,2017,4987.0,2,0,3
NI,562.0,A&F,90502.17302999999,-0.43120708399999996,February,2017,6277.0,2,0,3
NI,562.0,A&F,192956.38100000002,-0.43120708399999996,February,2016,6277.0,2,0,3
NI,590.0,T&R,79997.5602,-0.504896735,February,2016,7382.0,2,6,3
AR,612.0,A&F,65425.41696,-0.337577921,February,2016,7975.0,0,0,3
AR,612.0,A&F,190076.45899999997,-0.337577921,February,2017,7975.0,0,0,3
NI,622.0,M&E,128202.7617,0.126202049,February,2017,986.0,2,3,3
NI,622.0,M&E,131036.8865,0.126202049,February,2016,986.0,2,3,3
NI,644.0,A&F,160121.1035,0.110949466,February,2016,4692.0,2,0,3
NI,644.0,A&F,472681.3946,0.110949466,February,2017,4692.0,2,0,3
NI,658.0,T&R,242606.71899999998,-0.218889833,February,2017,7684.0,2,6,3
NI,658.0,T&R,341189.8952,-0.218889833,February,2016,7684.0,2,6,3
NI,671.0,T&R,356320.1629,4.276620451,February,2017,7574.0,2,6,3
NI,671.0,T&R,370348.745,4.276620451,February,2016,7574.0,2,6,3
NI,747.0,M&E,26958.97491,-0.31988600899999997,February,2016,897.0,2,3,3
CB,766.0,T&R,3038.735,-0.599049996,February,2016,7392.0,1,6,3
CB,766.0,T&R,3158.84,-0.599049996,February,2017,7392.0,1,6,3
NI,772.0,M&E,32130.625560000004,-0.563647915,February,2016,791.0,2,3,3
OX,780.0,Others,1360.4876869999998,-0.592797347,February,2016,1098.0,3,5,3
OX,780.0,Others,7744.42378,-0.592797347,February,2017,1098.0,3,5,3
CB,873.0,M&E,54231.598139999995,-0.5482839620000001,February,2016,6099.0,1,3,3
CB,873.0,M&E,782840.4113,-0.5482839620000001,February,2017,6099.0,1,3,3
NI,920.0,F&P,4246.043804999999,-0.51263139,February,2016,1174.0,2,2,3
NI,920.0,F&P,54705.48051,-0.51263139,February,2017,1174.0,2,2,3
NI,925.0,T&R,531101.1355,0.149272784,February,2016,5696.0,2,6,3
NI,925.0,T&R,863053.1843,0.149272784,February,2017,5696.0,2,6,3
NI,955.0,T&R,201285.4009,-0.119736566,February,2016,1182.0,2,6,3
NI,955.0,T&R,315834.8588,-0.119736566,February,2017,1182.0,2,6,3
NI,983.0,A&F,18125.58814,-0.409902106,February,2016,4987.0,2,0,3
NI,983.0,A&F,40276.81752,-0.409902106,February,2017,4987.0,2,0,3
NI,994.0,M&E,306491.902,-0.445163105,February,2017,6275.0,2,3,3
NI,994.0,M&E,318302.2961,-0.445163105,February,2016,6275.0,2,3,3
NI,1009.0,T&R,43327.69914,-0.47158435299999996,February,2016,1399.0,2,6,3
NI,1009.0,T&R,58688.39423,-0.47158435299999996,February,2017,1399.0,2,6,3
OX,1030.0,A&F,21944.2668,-0.5190491279999999,February,2017,992.0,3,0,3
OX,1030.0,A&F,63288.3014,-0.5190491279999999,February,2016,992.0,3,0,3
OX,1031.0,A&F,36277.5033,-0.481100818,February,2016,992.0,3,0,3
